age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
[17.00-90.00],[ ?- Without-pay],28887,[ 10th- Some-college],7,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,50,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],292175,[ 10th- Some-college],14,[ Divorced- Widowed],[ ?- Transport-moving], Unmarried,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,45,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],193524,[ 10th- Some-college],16,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,60,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],302146,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Unmarried,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,20,[ ?- Vietnam], <=50K
[17.00-90.00],[ ?- Without-pay],76845,[ 10th- Some-college],5,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],117037,[ 10th- Some-college],7,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,2042,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],109015,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Unmarried,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],216851,[ 10th- Some-college],13,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],168294,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Own-child,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],180211,[ 10th- Some-college],10,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,60,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],367260,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Not-in-family,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,80,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],193366,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],190709,[ 10th- Some-college],12,[ Divorced- Widowed],[ ?- Transport-moving], Not-in-family,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,52,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],266015,[ 10th- Some-college],10,[ Divorced- Widowed],[ ?- Transport-moving], Own-child,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,44,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],386940,[ 10th- Some-college],13,[ Divorced- Widowed],[ ?- Transport-moving], Own-child,[ Amer-Indian-Eskimo- White],[ Female- Male],0,1408,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],59951,[ 10th- Some-college],10,[ Divorced- Widowed],[ ?- Transport-moving], Own-child,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],311512,[ 10th- Some-college],10,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,15,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],242406,[ 10th- Some-college],7,[ Divorced- Widowed],[ ?- Transport-moving], Unmarried,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],197200,[ 10th- Some-college],10,[ Divorced- Widowed],[ ?- Transport-moving], Own-child,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],544091,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Wife,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,25,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],84154,[ 10th- Some-college],10,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,38,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],265477,[ 10th- Some-college],12,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],507875,[ 10th- Some-college],5,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,43,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],88506,[ 10th- Some-college],13,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],172987,[ 10th- Some-college],13,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,50,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],94638,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Unmarried,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Vietnam], <=50K
[17.00-90.00],[ ?- Without-pay],289980,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Not-in-family,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,35,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],337895,[ 10th- Some-college],13,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],144361,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,38,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],128354,[ 10th- Some-college],14,[ Divorced- Widowed],[ ?- Transport-moving], Unmarried,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],101603,[ 10th- Some-college],11,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],271466,[ 10th- Some-college],11,[ Divorced- Widowed],[ ?- Transport-moving], Not-in-family,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,43,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],32275,[ 10th- Some-college],10,[ Divorced- Widowed],[ ?- Transport-moving], Wife,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],226956,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Own-child,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,30,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],51835,[ 10th- Some-college],15,[ Divorced- Widowed],[ ?- Transport-moving], Wife,[ Amer-Indian-Eskimo- White],[ Female- Male],0,1902,60,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],251585,[ 10th- Some-college],13,[ Divorced- Widowed],[ ?- Transport-moving], Not-in-family,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,55,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],109832,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Not-in-family,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,60,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],237993,[ 10th- Some-college],10,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],216666,[ 10th- Some-college],3,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],56352,[ 10th- Some-college],11,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],147372,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,48,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],188146,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],5013,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],59496,[ 10th- Some-college],13,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],2407,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],293936,[ 10th- Some-college],4,[ Divorced- Widowed],[ ?- Transport-moving], Not-in-family,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],149640,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],116632,[ 10th- Some-college],16,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,45,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],105598,[ 10th- Some-college],10,[ Divorced- Widowed],[ ?- Transport-moving], Not-in-family,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,58,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],155537,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],183175,[ 10th- Some-college],10,[ Divorced- Widowed],[ ?- Transport-moving], Not-in-family,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],169846,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Wife,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],191681,[ 10th- Some-college],10,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,50,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],200681,[ 10th- Some-college],10,[ Divorced- Widowed],[ ?- Transport-moving], Own-child,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],101509,[ 10th- Some-college],10,[ Divorced- Widowed],[ ?- Transport-moving], Own-child,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,32,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],309974,[ 10th- Some-college],13,[ Divorced- Widowed],[ ?- Transport-moving], Own-child,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Vietnam], <=50K
[17.00-90.00],[ ?- Without-pay],162298,[ 10th- Some-college],13,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,70,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],211678,[ 10th- Some-college],10,[ Divorced- Widowed],[ ?- Transport-moving], Not-in-family,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],124744,[ 10th- Some-college],10,[ Divorced- Widowed],[ ?- Transport-moving], Other-relative,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,20,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],213921,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Own-child,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],32214,[ 10th- Some-college],12,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],212759,[ 10th- Some-college],6,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,2,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],309634,[ 10th- Some-college],7,[ Divorced- Widowed],[ ?- Transport-moving], Own-child,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,22,[ ?- Vietnam], <=50K
[17.00-90.00],[ ?- Without-pay],125927,[ 10th- Some-college],4,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],446839,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Not-in-family,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,30,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],276515,[ 10th- Some-college],13,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],51618,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Wife,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],159937,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,48,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],343591,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Not-in-family,[ Amer-Indian-Eskimo- White],[ Female- Male],14344,0,40,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],346253,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Own-child,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,35,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],268234,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],202051,[ 10th- Some-college],14,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,50,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],54334,[ 10th- Some-college],5,[ Divorced- Widowed],[ ?- Transport-moving], Not-in-family,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],410867,[ 10th- Some-college],16,[ Divorced- Widowed],[ ?- Transport-moving], Not-in-family,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,50,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],249977,[ 10th- Some-college],11,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],286730,[ 10th- Some-college],10,[ Divorced- Widowed],[ ?- Transport-moving], Unmarried,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],212563,[ 10th- Some-college],10,[ Divorced- Widowed],[ ?- Transport-moving], Unmarried,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,25,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],117747,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Wife,[ Amer-Indian-Eskimo- White],[ Female- Male],0,1573,35,[ ?- Vietnam], <=50K
[17.00-90.00],[ ?- Without-pay],226296,[ 10th- Some-college],13,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],115585,[ 10th- Some-college],10,[ Divorced- Widowed],[ ?- Transport-moving], Not-in-family,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,50,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],191277,[ 10th- Some-college],16,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,1902,60,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],202683,[ 10th- Some-college],10,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,48,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],171095,[ 10th- Some-college],12,[ Divorced- Widowed],[ ?- Transport-moving], Unmarried,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],249409,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Own-child,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],124191,[ 10th- Some-college],14,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],198282,[ 10th- Some-college],13,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],15024,0,60,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],149116,[ 10th- Some-college],14,[ Divorced- Widowed],[ ?- Transport-moving], Not-in-family,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,50,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],188300,[ 10th- Some-college],10,[ Divorced- Widowed],[ ?- Transport-moving], Own-child,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],103432,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Not-in-family,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],317660,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],7688,0,40,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],304873,[ 10th- Some-college],6,[ Divorced- Widowed],[ ?- Transport-moving], Own-child,[ Amer-Indian-Eskimo- White],[ Female- Male],34095,0,32,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],194901,[ 10th- Some-college],7,[ Divorced- Widowed],[ ?- Transport-moving], Own-child,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],189265,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Not-in-family,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],124692,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],432376,[ 10th- Some-college],13,[ Divorced- Widowed],[ ?- Transport-moving], Other-relative,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],65324,[ 10th- Some-college],15,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],335605,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,1887,50,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],377869,[ 10th- Some-college],10,[ Divorced- Widowed],[ ?- Transport-moving], Wife,[ Amer-Indian-Eskimo- White],[ Female- Male],4064,0,25,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],102864,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Own-child,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],95647,[ 10th- Some-college],5,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,50,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],303090,[ 10th- Some-college],10,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,50,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],197371,[ 10th- Some-college],11,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], >50K
[17.00-90.00],[ ?- Without-pay],247552,[ 10th- Some-college],10,[ Divorced- Widowed],[ ?- Transport-moving], Husband,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,56,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],102632,[ 10th- Some-college],9,[ Divorced- Widowed],[ ?- Transport-moving], Not-in-family,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,41,[ ?- Yugoslavia], <=50K
[17.00-90.00],[ ?- Without-pay],199915,[ 10th- Some-college],10,[ Divorced- Widowed],[ ?- Transport-moving], Own-child,[ Amer-Indian-Eskimo- White],[ Female- Male],0,0,40,[ ?- Yugoslavia], <=50K
