age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
[17 - 90],[ State-gov -  Self-emp-inc],205019,[ Bachelors -  HS-grad],12,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Not-in-family, Black,[ Male -  Female],0,0,50, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],121772,[ Bachelors -  HS-grad],11,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, Asian-Pac-Islander,[ Male -  Female],0,0,40, ?, >50K
[17 - 90],[ State-gov -  Self-emp-inc],245487,[ Bachelors -  HS-grad],4,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, Amer-Indian-Eskimo,[ Male -  Female],0,0,45, Mexico, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],176756,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Own-child, White,[ Male -  Female],0,0,35, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],186824,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Unmarried, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],28887,[ Bachelors -  HS-grad],7,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,50, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],292175,[ Bachelors -  HS-grad],14,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Unmarried, White,[ Male -  Female],0,0,45, United-States, >50K
[17 - 90],[ State-gov -  Self-emp-inc],193524,[ Bachelors -  HS-grad],16,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,60, United-States, >50K
[17 - 90],[ State-gov -  Self-emp-inc],302146,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Unmarried, Black,[ Male -  Female],0,0,20, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],76845,[ Bachelors -  HS-grad],5,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, Black,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],117037,[ Bachelors -  HS-grad],7,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,2042,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],109015,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Unmarried, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],216851,[ Bachelors -  HS-grad],13,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,40, United-States, >50K
[17 - 90],[ State-gov -  Self-emp-inc],168294,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Own-child, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],180211,[ Bachelors -  HS-grad],10,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, Asian-Pac-Islander,[ Male -  Female],0,0,60, South, >50K
[17 - 90],[ State-gov -  Self-emp-inc],367260,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Not-in-family, White,[ Male -  Female],0,0,80, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],193366,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],190709,[ Bachelors -  HS-grad],12,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Not-in-family, White,[ Male -  Female],0,0,52, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],266015,[ Bachelors -  HS-grad],10,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Own-child, Black,[ Male -  Female],0,0,44, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],386940,[ Bachelors -  HS-grad],13,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Own-child, White,[ Male -  Female],0,1408,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],59951,[ Bachelors -  HS-grad],10,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Own-child, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],311512,[ Bachelors -  HS-grad],10,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, Black,[ Male -  Female],0,0,15, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],242406,[ Bachelors -  HS-grad],7,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Unmarried, White,[ Male -  Female],0,0,40, Puerto-Rico, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],197200,[ Bachelors -  HS-grad],10,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Own-child, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],544091,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Wife, White,[ Male -  Female],0,0,25, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],84154,[ Bachelors -  HS-grad],10,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,38, ?, >50K
[17 - 90],[ State-gov -  Self-emp-inc],265477,[ Bachelors -  HS-grad],12,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],507875,[ Bachelors -  HS-grad],5,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,43, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],88506,[ Bachelors -  HS-grad],13,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],172987,[ Bachelors -  HS-grad],13,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,50, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],94638,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Unmarried, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],289980,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Not-in-family, White,[ Male -  Female],0,0,35, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],337895,[ Bachelors -  HS-grad],13,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, Black,[ Male -  Female],0,0,40, United-States, >50K
[17 - 90],[ State-gov -  Self-emp-inc],144361,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,38, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],128354,[ Bachelors -  HS-grad],14,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Unmarried, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],101603,[ Bachelors -  HS-grad],11,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],271466,[ Bachelors -  HS-grad],11,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Not-in-family, White,[ Male -  Female],0,0,43, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],32275,[ Bachelors -  HS-grad],10,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Wife, Other,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],226956,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Own-child, White,[ Male -  Female],0,0,30, ?, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],51835,[ Bachelors -  HS-grad],15,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Wife, White,[ Male -  Female],0,1902,60, Honduras, >50K
[17 - 90],[ State-gov -  Self-emp-inc],251585,[ Bachelors -  HS-grad],13,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Not-in-family, White,[ Male -  Female],0,0,55, United-States, >50K
[17 - 90],[ State-gov -  Self-emp-inc],109832,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Not-in-family, White,[ Male -  Female],0,0,60, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],237993,[ Bachelors -  HS-grad],10,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,40, United-States, >50K
[17 - 90],[ State-gov -  Self-emp-inc],216666,[ Bachelors -  HS-grad],3,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,40, Mexico, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],56352,[ Bachelors -  HS-grad],11,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,40, Puerto-Rico, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],147372,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,48, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],188146,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],5013,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],59496,[ Bachelors -  HS-grad],13,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],2407,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],293936,[ Bachelors -  HS-grad],4,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Not-in-family, White,[ Male -  Female],0,0,40, ?, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],149640,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],116632,[ Bachelors -  HS-grad],16,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,45, United-States, >50K
[17 - 90],[ State-gov -  Self-emp-inc],105598,[ Bachelors -  HS-grad],10,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Not-in-family, White,[ Male -  Female],0,0,58, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],155537,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],183175,[ Bachelors -  HS-grad],10,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Not-in-family, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],169846,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Wife, White,[ Male -  Female],0,0,40, United-States, >50K
[17 - 90],[ State-gov -  Self-emp-inc],191681,[ Bachelors -  HS-grad],10,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,50, United-States, >50K
[17 - 90],[ State-gov -  Self-emp-inc],200681,[ Bachelors -  HS-grad],10,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Own-child, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],101509,[ Bachelors -  HS-grad],10,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Own-child, White,[ Male -  Female],0,0,32, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],309974,[ Bachelors -  HS-grad],13,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Own-child, Black,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],162298,[ Bachelors -  HS-grad],13,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,70, United-States, >50K
[17 - 90],[ State-gov -  Self-emp-inc],211678,[ Bachelors -  HS-grad],10,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Not-in-family, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],124744,[ Bachelors -  HS-grad],10,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Other-relative, White,[ Male -  Female],0,0,20, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],213921,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Own-child, White,[ Male -  Female],0,0,40, Mexico, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],32214,[ Bachelors -  HS-grad],12,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],212759,[ Bachelors -  HS-grad],6,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,2, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],309634,[ Bachelors -  HS-grad],7,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Own-child, White,[ Male -  Female],0,0,22, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],125927,[ Bachelors -  HS-grad],4,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],446839,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Not-in-family, White,[ Male -  Female],0,0,30, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],276515,[ Bachelors -  HS-grad],13,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,40, Cuba, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],51618,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Wife, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],159937,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,48, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],343591,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Not-in-family, White,[ Male -  Female],14344,0,40, United-States, >50K
[17 - 90],[ State-gov -  Self-emp-inc],346253,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Own-child, White,[ Male -  Female],0,0,35, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],268234,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,40, United-States, >50K
[17 - 90],[ State-gov -  Self-emp-inc],202051,[ Bachelors -  HS-grad],14,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,50, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],54334,[ Bachelors -  HS-grad],5,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Not-in-family, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],410867,[ Bachelors -  HS-grad],16,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Not-in-family, White,[ Male -  Female],0,0,50, United-States, >50K
[17 - 90],[ State-gov -  Self-emp-inc],249977,[ Bachelors -  HS-grad],11,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],286730,[ Bachelors -  HS-grad],10,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Unmarried, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],212563,[ Bachelors -  HS-grad],10,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Unmarried, Black,[ Male -  Female],0,0,25, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],117747,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Wife, Asian-Pac-Islander,[ Male -  Female],0,1573,35, ?, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],226296,[ Bachelors -  HS-grad],13,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,40, United-States, >50K
[17 - 90],[ State-gov -  Self-emp-inc],115585,[ Bachelors -  HS-grad],10,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Not-in-family, White,[ Male -  Female],0,0,50, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],191277,[ Bachelors -  HS-grad],16,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,1902,60, United-States, >50K
[17 - 90],[ State-gov -  Self-emp-inc],202683,[ Bachelors -  HS-grad],10,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,48, United-States, >50K
[17 - 90],[ State-gov -  Self-emp-inc],171095,[ Bachelors -  HS-grad],12,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Unmarried, White,[ Male -  Female],0,0,40, England, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],249409,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Own-child, Black,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],124191,[ Bachelors -  HS-grad],14,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,40, United-States, >50K
[17 - 90],[ State-gov -  Self-emp-inc],198282,[ Bachelors -  HS-grad],13,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],15024,0,60, United-States, >50K
[17 - 90],[ State-gov -  Self-emp-inc],149116,[ Bachelors -  HS-grad],14,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Not-in-family, White,[ Male -  Female],0,0,50, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],188300,[ Bachelors -  HS-grad],10,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Own-child, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],103432,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Not-in-family, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],317660,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],7688,0,40, United-States, >50K
[17 - 90],[ State-gov -  Self-emp-inc],304873,[ Bachelors -  HS-grad],6,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Own-child, White,[ Male -  Female],34095,0,32, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],194901,[ Bachelors -  HS-grad],7,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Own-child, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],189265,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Not-in-family, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],124692,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],432376,[ Bachelors -  HS-grad],13,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Other-relative, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],65324,[ Bachelors -  HS-grad],15,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,40, United-States, >50K
[17 - 90],[ State-gov -  Self-emp-inc],335605,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,1887,50, Canada, >50K
[17 - 90],[ State-gov -  Self-emp-inc],377869,[ Bachelors -  HS-grad],10,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Wife, White,[ Male -  Female],4064,0,25, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],102864,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Own-child, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],95647,[ Bachelors -  HS-grad],5,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,50, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],303090,[ Bachelors -  HS-grad],10,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,50, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],197371,[ Bachelors -  HS-grad],11,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, Black,[ Male -  Female],0,0,40, United-States, >50K
[17 - 90],[ State-gov -  Self-emp-inc],247552,[ Bachelors -  HS-grad],10,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,56, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],102632,[ Bachelors -  HS-grad],9,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Not-in-family, White,[ Male -  Female],0,0,41, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],199915,[ Bachelors -  HS-grad],10,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Own-child, White,[ Male -  Female],0,0,40, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],118853,[ Bachelors -  HS-grad],13,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Husband, White,[ Male -  Female],0,0,60, United-States, <=50K
[17 - 90],[ State-gov -  Self-emp-inc],77143,[ Bachelors -  HS-grad],13,[ Never-married -  Married-civ-spouse],[ Adm-clerical -  Exec-managerial], Own-child, Black,[ Male -  Female],0,0,40, Germany, <=50K
